Distributor,BrandName,Type,Price,BottleVolume,Description
Don Papa Rum,Don Papa Rum,Dark rum,22.17,700,Don Papa Rum is the name of a brand of dark rum distributed by Don Papa Rum. Bottles have a volume of 700 ml. The retail price is $22.17.
Galatea Spirits AB,Olokun Rum,Light rum,13.28,700,Olokun Rum is the name of a brand of light rum distributed by Galatea Spirits AB. Bottles have a volume of 700 ml. The retail price is $13.28.
Engarrafemento Pitú,Pitú Cachaça Do Brasil,Light rum,16.39,700,Pitú Cachaça Do Brasil is the name of a brand of light rum distributed by Engarrafemento Pitú. Bottles have a volume of 700 ml. The retail price is $16.39.
Wray & Nephew,Wray & Nephew White Overproof Rum,Light rum,26.06,700,Wray & Nephew White Overproof Rum is the name of a brand of light rum distributed by Wray & Nephew. Bottles have a volume of 700 ml. The retail price is $26.06.
The 86 Company,Cana Brava Rum,Light rum,19.39,700,Cana Brava Rum is the name of a brand of light rum distributed by The 86 Company. Bottles have a volume of 700 ml. The retail price is $19.39.
Havana Club International,Havana Club Añejo 3 años,Light rum,7.5,350,Havana Club Añejo 3 años is the name of a brand of light rum distributed by Havana Club International. Bottles have a volume of 350 ml. The retail price is $7.5.
Zuidam Distillers BV,Flying Dutchman Dark Rum No 3,Dark rum,29.94,700,Flying Dutchman Dark Rum No 3 is the name of a brand of dark rum distributed by Zuidam Distillers BV. Bottles have a volume of 700 ml. The retail price is $29.94.
Ron Cartavio,Ron Cartavio XO,Dark rum,61.06,700,Ron Cartavio XO is the name of a brand of dark rum distributed by Ron Cartavio. Bottles have a volume of 700 ml. The retail price is $61.06.
Ron Cartavio,Ron Cartavio Solera 12 Anõs,Dark rum,33.28,700,Ron Cartavio Solera 12 Anõs is the name of a brand of dark rum distributed by Ron Cartavio. Bottles have a volume of 700 ml. The retail price is $33.28.
Domaine du Marquisat de Saint-Marie,Karukera Rhum Vieux Agricole Reserve Speciale,Dark rum,43.89,700,Karukera Rhum Vieux Agricole Reserve Speciale is the name of a brand of dark rum distributed by Domaine du Marquisat de Saint-Marie. Bottles have a volume of 700 ml. The retail price is $43.89.
The Rusty Dogg Rum Company,Rusty Dogg Caribbean Spiced,Spiced rum,9.89,700,Rusty Dogg Caribbean Spiced is the name of a brand of spiced rum distributed by The Rusty Dogg Rum Company. Bottles have a volume of 700 ml. The retail price is $9.89.
Götene Vin & Spritfabrik AB,Sweden Rock Spirits XO 15 Years,Dark rum,27.72,700,Sweden Rock Spirits XO 15 Years is the name of a brand of dark rum distributed by Götene Vin & Spritfabrik AB. Bottles have a volume of 700 ml. The retail price is $27.72.
Destilerías Unidas,Diplomático Reserva Exclusiva,Dark rum,14.72,350,Diplomático Reserva Exclusiva is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 350 ml. The retail price is $14.72.
1423,Ron Esclavo Solera 12 Years,Dark rum,27.72,700,Ron Esclavo Solera 12 Years is the name of a brand of dark rum distributed by 1423. Bottles have a volume of 700 ml. The retail price is $27.72.
Alcoholes y Rones de Panama,Origenes Reserva 8 Years,Dark rum,24.94,700,Origenes Reserva 8 Years is the name of a brand of dark rum distributed by Alcoholes y Rones de Panama. Bottles have a volume of 700 ml. The retail price is $24.94.
Bacardi,Bacardi Carta Negra,Dark rum,14.39,700,Bacardi Carta Negra is the name of a brand of dark rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $14.39.
Elixir Distillers,Black Tot 40 Years,Dark rum,845.61,700,Black Tot 40 Years is the name of a brand of dark rum distributed by Elixir Distillers. Bottles have a volume of 700 ml. The retail price is $845.61.
Speciality Drinks,Black Tot Royal Naval Rum,Dark rum,388.28,700,Black Tot Royal Naval Rum is the name of a brand of dark rum distributed by Speciality Drinks. Bottles have a volume of 700 ml. The retail price is $388.28.
Bruichladdich,Mount Gay Original Series Duo pack,Dark rum,49.94,700,Mount Gay Original Series Duo pack is the name of a brand of dark rum distributed by Bruichladdich. Bottles have a volume of 700 ml. The retail price is $49.94.
Mount Gay,Mount Gay Black Barrel,Dark rum,21.33,700,Mount Gay Black Barrel is the name of a brand of dark rum distributed by Mount Gay. Bottles have a volume of 700 ml. The retail price is $21.33.
Auld Rare Whisky Sweden,Auld Rare Ron Bourbon Cask 6276607 15 Years,Dark rum,35.33,500,Auld Rare Ron Bourbon Cask 6276607 15 Years is the name of a brand of dark rum distributed by Auld Rare Whisky Sweden. Bottles have a volume of 500 ml. The retail price is $35.33.
Bacardi,Bacardi Carta Fuego,Flavored rum,14.39,700,Bacardi Carta Fuego is the name of a brand of Flavored rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $14.39.
Amrut Distilleries,Amrut Two Indies Rum,Dark rum,26.56,700,Amrut Two Indies Rum is the name of a brand of dark rum distributed by Amrut Distilleries. Bottles have a volume of 700 ml. The retail price is $26.56.
Castlebrands Group,Goslings Black Seal,Dark rum,16.06,700,Goslings Black Seal is the name of a brand of dark rum distributed by Castlebrands Group. Bottles have a volume of 700 ml. The retail price is $16.06.
Oliver & Oliver,Ron Esclavo Solera XO,Dark rum,41.61,700,Ron Esclavo Solera XO is the name of a brand of dark rum distributed by Oliver & Oliver. Bottles have a volume of 700 ml. The retail price is $41.61.
Oliver & Oliver,Ron Esclavo Solera 15 Years,Dark rum,33.28,700,Ron Esclavo Solera 15 Years is the name of a brand of dark rum distributed by Oliver & Oliver. Bottles have a volume of 700 ml. The retail price is $33.28.
Berry Bros & Rudd,Diamond Rum Berry's Own Selection 15 Years,Dark rum,57.89,700,Diamond Rum Berry's Own Selection 15 Years is the name of a brand of dark rum distributed by Berry Bros & Rudd. Bottles have a volume of 700 ml. The retail price is $57.89.
Cognac Ferrand,Plantation Panama,Dark rum,23.28,700,Plantation Panama is the name of a brand of dark rum distributed by Cognac Ferrand. Bottles have a volume of 700 ml. The retail price is $23.28.
Toorank Distillery,Ron De Jeremy Spiced,Spiced rum,18.22,700,Ron De Jeremy Spiced is the name of a brand of spiced rum distributed by Toorank Distillery. Bottles have a volume of 700 ml. The retail price is $18.22.
W.W.T,Old Distiller Añejo Superior 5 Años,Dark rum,28.61,700,Old Distiller Añejo Superior 5 Años is the name of a brand of dark rum distributed by W.W.T. Bottles have a volume of 700 ml. The retail price is $28.61.
The Ultmate Whisky Company,The Ultimate Finest Selection,Light rum,31.56,700,The Ultimate Finest Selection is the name of a brand of light rum distributed by The Ultmate Whisky Company. Bottles have a volume of 700 ml. The retail price is $31.56.
R L Seale & Company Ltd,Doorly's 6 Years,Dark rum,10.11,350,Doorly's 6 Years is the name of a brand of dark rum distributed by R L Seale & Company Ltd. Bottles have a volume of 350 ml. The retail price is $10.11.
Hazienda Coloma,Coloma 8 Years,Dark rum,26.06,700,Coloma 8 Years is the name of a brand of dark rum distributed by Hazienda Coloma. Bottles have a volume of 700 ml. The retail price is $26.06.
Emperor,Emperor Sherry Cask,Dark rum,29.39,700,Emperor Sherry Cask is the name of a brand of dark rum distributed by Emperor. Bottles have a volume of 700 ml. The retail price is $29.39.
Emperor,Emperor Heritage Mauritian rum,Dark rum,27.72,700,Emperor Heritage Mauritian rum is the name of a brand of dark rum distributed by Emperor. Bottles have a volume of 700 ml. The retail price is $27.72.
Captain Morgan,Captain Morgan White Rum,Light rum,13.28,700,Captain Morgan White Rum is the name of a brand of light rum distributed by Captain Morgan. Bottles have a volume of 700 ml. The retail price is $13.28.
One Eyed Spirits,Ron de Jeremy XO 15 Years,Dark rum,32.17,700,Ron de Jeremy XO 15 Years is the name of a brand of dark rum distributed by One Eyed Spirits. Bottles have a volume of 700 ml. The retail price is $32.17.
Altia Sweden AB,Barracuda Rum Silver,Light rum,13.28,700,Barracuda Rum Silver is the name of a brand of light rum distributed by Altia Sweden AB. Bottles have a volume of 700 ml. The retail price is $13.28.
Altia Sweden AB,Barracuda Rum Silver,Light rum,7.17,350,Barracuda Rum Silver is the name of a brand of light rum distributed by Altia Sweden AB. Bottles have a volume of 350 ml. The retail price is $7.17.
Global Premium Brands,Capucana Cachaça,Light rum,26.06,700,Capucana Cachaça is the name of a brand of light rum distributed by Global Premium Brands. Bottles have a volume of 700 ml. The retail price is $26.06.
